12611,12637
12611,12654
12654,12966
12966,12945
12654,12988
12988,12987
12611,12747
12747,12825
12825,12821
12825,12822
12825,12841
12841,12767
12825,12860
12825,12880
12825,12913
12825,12960
12825,12674
12825,12677
12825,12726
12825,12727
12727,12867
12825,12746
12825,12754
12754,12806
12825,12785
12825,12786
12825,12787
12825,12838
12825,12864
12825,12870
12825,12873
12825,12874
12825,12875
12825,12903
12825,12911
12825,12916
12825,12944
12825,12961
12825,12965
12667,12991
12991,12672
12991,12930
12991,12931
12991,12686
12991,12687
12991,12688
12991,12689
12991,12946
12991,12694
12991,12823
12991,12695
12991,12836
12991,12711
12991,12712
12991,12714
12991,12842
12991,12843
12991,12844
12991,12976
12991,12855
12991,12728
12991,12729
12991,12990
12991,12772
12991,12796
12991,12884
12991,12886
12991,12912
12991,12914
12991,12992
12991,12998
12991,13019
12836,12899
12836,12906
12836,12907
12772,12904
12796,12831
12796,12832
