23031,22595
23031,23290
23031,23377
23031,23537
23556,22595
23556,23283
23380,23763
23291,22595
22638,22595
22689,22595
23292,22595
23088,22595
23088,22845
23635,22595
23635,23018
23290,22595
23019,22735
23293,22595
23067,22595
23067,23089
22690,22595
23377,22595
23763,22595
23382,22595
23382,22688
22687,22595
23122,22595
23122,23022
23279,22595
22688,22595
22688,23387
23280,22595
23280,23089
23285,22595
23297,22595
23535,22595
23634,22595
23634,23030
23281,22595
23393,22595
23381,22595
23381,23015
23020,22735
23017,22735
23394,22595
22596,22595
22596,23021
22596,23030
23283,22595
23524,22595
23294,22595
23068,22595
23068,22734
23077,22595
23077,23022
23378,22595
23378,23289
22735,23015
22735,23016
22735,23018
23014,23022
23015,23130
23130,22595
23533,22595
23172,22595
23172,23089
23172,23375
23295,22595
23601,22595
22595,22597
22595,23022
22595,23023
22595,23066
22595,23089
22595,23123
22595,23127
22595,23173
22595,23174
22595,23286
22595,23296
22595,23298
22595,23375
22595,23387
22595,23532
22595,23534
22595,23536
22595,23537
22595,23602
22595,23603
22595,23604
23296,23603
23296,23604
23173,23089
23174,23089
23022,23123
23089,23066
23089,23534
23532,23534
